GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks,year_best,year_precision,event_date,Lives_total_note,Lives_total_is_minimum,Livestock_note,Livestock_is_minimum,Residential_destroyed_note,Residential_destroyed_is_minimum,Commerical_destroyed_note,Commerical_destroyed_is_minimum,Residential_damaged_note,Commerical_damaged_note,Agricultural_note,Agricultural_is_minimum,Hydropower_note,Lake_name_is_placeholder,Glacier_name_is_placeholder,Driver_GLOF_terms,Driver_GLOF_n,Mechanism_terms,Mechanism_n
580,,,,,Unknown,Unnamed,Not mapped,,G081139E31159N,31.16185,81.1357,5570,31.165,81.128,5333.0,Deposit,Unknown,N,N,14_3,17,China,TAR,Sutluj,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
581,,,,,Unnamed,Unknown,Not mapped,,No glacier,30.03,81.295,5136,30.02,81.289,4748.0,Deposit,Moraine dammed,Y,N,15_1,11,Nepal,Sudurpashchim,West Seti,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
582,,,,,Unnamed,Unnamed,GL081332E42664N,"2, 3, 4",G081322E42656N,42.664,81.33,3380,42.672,81.349,3040.0,Deposit,Moraine dammed,N,N,13_3,3,China,Xinjiang,lli,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Narama et al., 2018)","Narama, C., Daiyrov, M., Duishonakunov, M., Tadono, T., Sato, H., Kääb, A., Ukita, J., Abdrakhmatov, K., 2018. Large drainages from short-lived glacial lakes in the Teskey Range, Tien Shan Mountains, Central Asia. Natural Hazards and Earth System Sciences 18, 983–995. https://doi.org/10.5194/nhess-18-983-2018",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
583,Before 1976,,,,Kritika Kunda,Unnamed,GL081578E29898N,"2, 3, 4",G081563E29900N,29.897,81.578,3581,29.895,81.616,3518.0,Observation,Moraine dammed,Y,N,15_1,11,Nepal,Sudurpashchim,Kawari,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,EMP155R39_2M19761206,(This study),,"reporting by local villagers, documentation from satellite imagery",,1976.0,before,,,False,,False,,False,,False,,,,False,,False,True,['Unknown'],1,['Unknown'],1
584,Before 1976,,,,Unknown,Unnamed,GL081877E30251N,4,G081888E30249N,30.252,81.878,5377,30.246,81.855,4813.0,Deposit,Supraglacial,Y,N,15_1,11,Nepal,Karnali,Humla,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,EMP155R39_2M19761206,(This study),,documentation from satellite imagery,,1976.0,before,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
585,,,,,Unnamed,Unnamed,GL082034E31103N,"2, 3, 4",G082034E31099N,31.10278,82.034073,5700,31.124,82.047,5363.0,Deposit,Bedrock,N,N,13_8,17,China,TAR,Qangtang,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
586,,,,,Unnamed,Unnamed,GL082044E29994N,2,G082054E30000N,29.994,82.044,4716,30.0,81.992,3256.0,Deposit,Moraine dammed,Y,N,15_1,11,Nepal,Karnali,Humla,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
587,2015-2016,,,,Zangla Co East,Unnamed,GL082199E30310N,"2, 3, 4",G082158E30307N,30.31,82.2,5534,30.359,82.26,4995.0,Deposit,Moraine dammed,Y,N,13_8,11,China,TAR,Maquan,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Veh et al., 2019)","Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5",,GLOF predicted between 2015-09-26 and 2016-09-12 based on satellite image,2016.0,range,,,False,,False,,False,,False,,,,False,,False,True,['Unknown'],1,['Unknown'],1
588,,,,,Unnamed,Unknown,Not mapped,,No glacier,29.875,82.451,5285,29.874,82.447,5200.0,Deposit,Moraine dammed,Y,N,15_1,11,Nepal,Karnali,Humla,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
589,,,,,Unknown,Unknown,No lake,,No glacier,29.644,82.805,5087,29.656,82.799,4705.0,Deposit,Supraglacial,Y,N,15_1,11,Nepal,Karnali,Mugu,Unknown,Unknown,Moraine collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Ives, Shrestha and Mool, 2010; ICIMOD, 2011)","Ives, J.D., Shrestha, R.B., Mool, P.K., 2010. Formation of Glacial Lakes in the Hindu Kush-Himalayas and GLOF Risk Assessment. ICIMOD, Kathmandu, Nepal; ICIMOD, 2011. Glacial Lakes and Glacial Lake Outburst Floods in Nepal. ICIMOD",Given coordinate in Ives 2010 seems to be wrong,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Moraine collapse'],1
590,,,,,Unnamed,Unnamed,GL083026E30840N,"2, 3, 4",G083017E30846N,30.840737,83.026153,5846,30.834,83.026,5680.0,Deposit,Bedrock,N,N,13_8,17,China,TAR,Qangtang,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
591,,,,,Unknown,Unnamed,No lake,,G083092E28815N,28.816,83.12,5139,28.821,83.136,4633.0,Deposit,Moraine dammed,Y,N,15_1,11,Nepal,Karnali,Bheri,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
592,,,,,Unnamed,Unnamed,GL083234E29647N,"2, 3, 4",G083231E29643N,29.646926,83.233898,5564,29.707,83.259,4728.0,Deposit,Moraine dammed,N,N,13_8,11,China,TAR,Maquan,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
593,,,,,Unnamed,Unnamed,GL083356E44121N,"3, 4",G083360E44105N,44.120257,83.357924,3276,44.148,83.361,2790.0,Deposit,Moraine dammed,N,N,13_4,2,China,Xinjiang,Dzungarian,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
594,,,,,Unnamed,Unnamed,GL083521E29359N,"2, 3, 4",G083518E29351N,29.359,83.521,5641,29.377,83.548,5150.0,Deposit,Moraine dammed,N,N,13_8,11,China,TAR,Maquan,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
595,,,,,Unnamed,Unnamed,GL083744E29198N,"3, 4",Not mapped,29.198,83.744,5806,29.177,83.756,5380.0,Deposit,Moraine dammed,Y,N,13_8,11,Nepal,Gandaki,Kali Gandaki,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
596,,,,,Unnamed,Unnamed,GL083997E28745N,2,G084007E28742N,28.744,83.997,4911,28.74,83.987,4529.0,Deposit,Moraine dammed,Y,N,15_1,11,Nepal,Gandaki,Marsyangdi,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
597,,,,,Unnamed,Unnamed,GL084491E43776N,4,G084497E43755N,43.7764,84.4922,3264,43.834,84.466,2220.0,Deposit,Moraine dammed,N,N,13_4,2,China,Xinjiang,Dzungarian,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
598,,,,,Unnamed,Unnamed,GL084503E29972N,"2, 4",G084500E29969N,29.972678,84.503318,5721,29.974,84.513,5450.0,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Qangtang,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
599,,,,,Unnamed,Unnamed,Not mapped,"2, 3, 4",G084617E29842N,29.851044,84.625718,5755,29.856,84.632,5551.0,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Yarlung Zangbo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
600,,,,,Unnamed,Unnamed,GL084876E29976N,"2, 4",G084870E29977N,29.976913,84.876052,5946,29.971,84.879,5755.0,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Yarlung Zangbo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
601,,,,,Unnamed,Unnamed,GL085101E43368N,"2, 3, 4",G085070E43330N,43.368026,85.101912,3248,43.363,85.145,2995.0,Deposit,Moraine dammed,N,N,13_4,2,China,Xinjiang,Dzungarian,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
602,,,,,Unnamed,Unnamed,Not mapped,,G085109E28685N,28.688,85.102,5138,28.689,85.097,4995.0,Deposit,Moraine dammed,Y,N,15_1,11,China,TAR,Budhi Gandaki,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
603,,,,,Unknown,Unnamed,No lake,,G085109E28685N,28.689,85.105,5168,28.691,85.102,5078.0,Deposit,Moraine dammed,Y,N,15_1,11,China,TAR,Budhi Gandaki,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
604,,,,,Unnamed,Unnamed,GL085186E43653N,"2, 3, 4",G085165E43653N,43.652636,85.186456,3780,43.655,85.206,3220.0,Deposit,Moraine dammed,N,N,13_4,2,China,Xinjiang,Dzungarian,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
605,,,,,Unnamed,Unnamed,GL085424E28553N,"2, 3, 4",G085422E28566N,28.553,85.424,4701,28.534,85.408,4245.0,Deposit,Moraine dammed,Y,N,15_1,11,China,TAR,Gyirong,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
606,1995-1996,,,,Unnamed,Zhalonggabu,Not mapped,,G085445E28651N,28.662,85.476,5204,28.703,85.553,4743.0,Deposit,Moraine dammed,N,N,15_1,11,China,TAR,Pelkhu,Unknown,Ice avalanche,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Veh et al., 2019)","Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5",GLOF predicted between 1995-11-01 and 1996-10-02 based on satellite image,,1996.0,range,,,False,,False,,False,,False,,,,False,,True,False,['Ice avalanche'],1,['Unknown'],1
607,,,,,Unnamed,Unnamed,GL085522E28504N,2,G085514E28502N,28.504,85.522,5249,28.493,85.533,4774.0,Deposit,Moraine dammed,Y,N,15_1,11,China,TAR,Gyirong,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
608,,,,,Unnamed,Guoluo,GL085635E28496N,"2, 3, 4",G085618E28467N,28.501,85.644,5284,28.53,85.66,5222.0,Deposit,Moraine dammed,N,N,15_1,11,China,TAR,Pelkhu,Unknown,Debris flow,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,False,['Debris flow'],1,['Unknown'],1
609,,,,,Unnamed,Unnamed,GL085643E29692N,"3, 4",G085657E29690N,29.691925,85.643267,5526,29.692,85.639,5490.0,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Dogxung Zangbo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
610,,,,,Unnamed,Unnamed,GL085866E28168N,"2, 3, 4",G085868E28162N,28.1681,85.8659,4692,28.176,85.894,4337.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Poiqu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
611,,,,,Unnamed,Unnamed,GL085871E28195N,"2, 3, 4",G085854E28190N,28.1947,85.8716,4624,28.203,85.886,4156.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Poiqu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
612,2001-2003,,,,Dareco South,Unnamed,GL085919E28139N,"2, 3, 4",G085919E28127N,28.138056,85.918889,4858,28.165,85.923,4385.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Poiqu,Unknown,Ice avalanche,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Veh et al., 2019)","Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5",,GLOF predicted between 2001-10-24 and 2003-09-28 based on satellite image,2002.0,range,,,False,,False,,False,,False,,,,False,,False,True,['Ice avalanche'],1,['Unknown'],1
613,,,,,Unnamed,Unnamed,GL085930E28321N,"2, 3, 4",G085927E28313N,28.3215,85.9306,5308,28.328,85.933,5230.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Poiqu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
614,,,,,Unnamed,Unnamed,GL086170E28178N,2,G086183E28176N,28.1784,86.1704,5106,28.112,86.171,3731.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
615,,,,,Unnamed,Unnamed,Not mapped,,Not mapped,29.310786,86.337927,5777,29.313,86.339,5670.0,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Yarlung Zangbo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
616,,,,,Unnamed,Unnamed,GL086387E29314N,"2, 3, 4",G086380E29316N,29.314238,86.387598,5639,29.297,86.409,5380.0,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Yarlung Zangbo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
617,,,,,Unnamed,Unnamed,GL086417E27950N,"2, 3",G086422E27961N,27.9498,86.4174,4989,28.04332,86.3108,3277.0,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,,,unknown,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
